id_komentar,nama_akun,tanggal,text_cleaning,sentimen,yang_isi
Ugx6K9mUGDHj_JAF1hJ4AaABAg,Arief widjajawan,2023-07-02 02:02:26+00:00,orang  suruh gnti terus tasiun isi listrikny   masuk jalur pantura blom mogok jalan mau colok mana colok idung,,Raden Ayu Safira Aprilia Fatimah
Ugx2lg1n9VgeS6J7BPZ4AaABAg,Semoga Bermanfaat,2023-07-02 01:49:10+00:00,tarif pln turun,positif,Ade Rocky Saputra
UgwFzymY9lFT-WVOv4Z4AaABAg,t-soft,2023-07-02 00:14:53+00:00,inti charging station super fast charging bayang semua alih ev pas mudik bakal kek apa rest area charging station macet   karuan,,Isabella Aisyah Yasmin
UgwHPYV5QTZeBto2GWN4AaABAg,Thicc Melons,2023-07-02 00:03:32+00:00,buat orang gunung bencana mahal bentuk jelek suara jelek lebih berat bahaya topografi tanjak contoh formula e badut motorsport,negatif,"Ramanda,md"
UgyGX7QNUeGW5mQg1854AaABAg,Lucky journey,2023-07-01 16:23:54+00:00,pake sama   bahan baku batubara,netral,Nur Aisyah Wahyuni
UgzyqrWIPUuR_BcB1RN4AaABAg,Niela Yt. art,2023-07-01 14:05:57+00:00,ingin rakyat si bbm baru mudah murah efisien rusak lingkung contoh tenaga angin tenaga air minum banyak   beli,netral,Selvie
UgwXhzmlPFWjshvslAp4AaABAg,nova nur afandi,2023-07-01 13:38:44+00:00,nyimak     ev kes paksa dila   laku jelas   bakal laku badut   tau masa datang mungkin,negatif,Silvi Mutia
UgxZyJi_QAWbt5zPlyV4AaABAg,M. Azmi,2023-07-01 13:26:53+00:00,patut tesla investasi malaysia tesla tahu mampu beli warga indonesia rendah banding malaysia,,Bebin Paula
Ugxd8CgI8y0YBJ7M8xJ4AaABAg,dedy su,2023-07-01 13:23:20+00:00,cukai mahal ev mau pakai angkut umum aman banyak begal yuyu dara kaos bikin aman dulu jagan ngurus   ribet dulu,netral,Putri Hasanah
UgwnBBRdIFb_ULIUVTd4AaABAg,al alegra,2023-07-01 13:15:44+00:00,"kendara ratus juta kata murah tapi kok subsidi lucu , subsidi  orang  kaya terus kalang bawah anggap apa",netral,Aldo Kadafi
UgxkfTh4tZUrBpJ66od4AaABAg,ardian syah,2023-07-01 12:30:20+00:00,logika harga batrei cukup mahal misal  tahun  siap dana paruh harga biar ganti batrei,negatif,Relin Pramudiya
Ugy2UEbjpHAxHI1bdnl4AaABAg,Apca Ramdhan,2023-07-01 12:04:00+00:00,goblok   naek gunung fasilitas sarana tukar baterai   ujung dorong fasilitas dulu bangun baru dorong alih banyak korupsi sih jabat konoha anjing cuih goblok,Negatif,Andreas
UgzkleMnArZ1rlBXUbZ4AaABAg,Rizky Viral,2023-07-01 11:06:27+00:00,tetap      tuju ramah lingkung kendaraan bahan bakar bensin kurang   makin sempit jalan macet jalan,positif,Januar Firnando
UgxL8TNjMAAiLVvCblV4AaABAg,Hamzah Van,2023-07-01 10:36:31+00:00,kmarin inflasi naik bbm   mas blm solusi sampeksekarng apa kerja gaji   naik,netral,Vincentius Hansel Irsansaputra
UgwCf_G33BopPMLTkL94AaABAg,F Sesshorin,2023-07-01 09:29:48+00:00,ingin cuma jalan raya seluruh indonesia mulus lobang utama jalan antar Provinsi kabupaten harus bukan cuma sibuk bangun tol tol bayar rakyat kecil mungkin nikmat tol bagaimana ekomoni masyarakat kecil seluruh indonesia maju jalan rusak segala butuh pokok dagang kecil angkut lewat jalan rusak,negatif,Vincent
UgxP4ei1wyodm9v1ypZ4AaABAg,Alpha Gaming,2023-07-01 06:51:49+00:00,tahun negara duit makan tikus terus rakyat mana mampu beli   susah kecepetan sah   dulu hukum mati buat jabat korupsi situ rakyat mau kok bangun negara sendiri sekarang ogah ngasih makan tikus,negatif,Viky Hendriko
UgyHG2m1SYXCxh8g8fJ4AaABAg,hatake kakashi,2023-07-01 06:41:17+00:00,korupsi sih dulu jangan koar negara maju negara makin mundur penjara koruptor malah lebih mirip hotel vip bagaimana mau jera,Negatif,Michelle Graciela
UgzjLTUoQaVv0QrcI8V4AaABAg,50JU,2023-06-30 23:21:39+00:00,laku terlalu mahal,negatif,Candra
Ugz1_-acjKf2qV5de3x4AaABAg,Jimmy Asen,2023-06-30 21:41:00+00:00,beli senang   pas jual susah baterai  pakai udah ngedrop ganti biaya sangat mahal sekali harga baru,negatif,Albertus Dwi Andhika Putra D.
UgwWx-4boWc-88Op1XZ4AaABAg,m150,2023-06-30 16:26:33+00:00,jual jt kayak cina laku,negatif,Fernando
UgwuyFTfOiDqA9h1Aq54AaABAg,enthen zhuo,2023-06-30 14:34:01+00:00,kota besar macet pake ev daerah jarang macet bisa ev harga mahal ev ev jt sangat layak model paksa sangat layak keluar kota,,Jendraja Husin Kotan
UgxCTLE2jDi5QgmAhAR4AaABAg,Adolf Manurung,2023-06-30 13:20:48+00:00,susah   rumah pakai token,netral,Billy Franko
UgxLGEkS4b4rx-H19U94AaABAg,KOKO DAYO!!,2023-06-30 12:17:47+00:00,mungkin     suka masyarakat lama   umum   semua tempat tempat charger habis baterai ribet masa iya bawa genset beda biasa   tinggal cari bbm ecer jarak jangkau relatif pendek   semua bengkel mampu baik   suara   asik   mau nambahin mungkin,negatif,Kelvin William Chandra
UgyPRmBarhGh0isjtvd4AaABAg,Bony Irwan,2023-06-30 11:33:04+00:00,mau laku turun harga,netral,Nicholas
UgyJ7MGaUjPltGxRo4B4AaABAg,Keyes Hayes,2023-06-30 10:58:34+00:00,masyarakat antusias jangan terjemah antusias sama minat apa putus mau ingim beli napsu mau cuan gede malah diludahin hehe,negatif,Reza Dwi Restiyan
UgzJA-UedQR0IGipust4AaABAg,Sandy Wiyanto,2023-06-30 10:15:05+00:00,ev cuma euforia saat sebentar kg   lupa   yakin ev indonesia blm   jalan sesuai dengan perintah,negatif,Nicholas Wilyanto
UgzT1RhddLa5f8XhkLx4AaABAg,Yohanes Robert,2023-06-30 09:31:19+00:00,mahal makanya sepi minat,negatif,Muhammad Mauladi
UgzJpm9wPEEiS1bGF714AaABAg,Danang Rais Rahmat Hidayat,2023-06-30 07:11:15+00:00,perintah baik mikirin energi bersih dulu bangkit dominasi pake batubara   sok,,Dinda Putri Ayu
UgxNE-TBBn9Q5EFH47l4AaABAg,Gusti Satria Putra,2023-06-30 06:04:49+00:00,mau murah dipake mudik buat apa sampe taun kuda bakal ngalahin lcgc bensin kasih solusi dulu,negatif,Wesley Maximilliano
UgyUBDlJkW_XVGjCTXl4AaABAg,Yosef T,2023-06-30 05:36:36+00:00,indonesia lucu bukan buat ev sok mau jd early adopter jalan   banyak rusak transportasi badut motor parkir jalan raya tidak usah sok nambah jenis kendara   manage,negatif,Dep` Niel Sinaga
Ugy05pFjUC2gV13r0ft4AaABAg,Arkan Ahmad,2023-06-30 05:27:29+00:00,pakai   semua jabat negara masuk presiden laku,Netral,Muhammad Anugrah Hakiki
UgwBBBpatv5dUU42EgJ4AaABAg,Jagad Hariseno,2023-06-30 03:45:34+00:00,kampanye hybrid   perlu charging station pakai bbm lebih irit,Netral,Muhammad Alif Fahlevhi
UgxprP6AhDvFjOKNwRh4AaABAg,Wirza,2023-06-30 01:34:48+00:00,harga mahal bakar sendiri pas mati parkir bensin aman mana padam jauh lebih sulit infrastruktur kurang pada   ogah beli,Netral,Veldy Piscessara
UgxZs6YOc-Pc3X6SHnJ4AaABAg,angga affan,2023-06-30 00:36:12+00:00,semua gengsi kaya kaya an,negatif,Rikky
UgyvbR8j8RMizbI_jz54AaABAg,Oenjiels van Soekamadjoe,2023-06-30 00:23:46+00:00,mau banget ganti ev   mau wuling merek   lebih established skema gampang wuling ev harga jt jadi standar perintah subsidi toyota bzx honda prologue hyundai ioniq harga sumpah bakal banyak   ganti ev,positif,Putra Ganda Dewata
UgyhRkLwaSlMXXiYgvd4AaABAg,naufal taufik,2023-06-29 23:54:47+00:00,moeldoko sabda usaha isu khusus dealer isu apabila p mau beli kendara skema   jalan restitusi susah mau ngomong,Netral,Wahyu Aji Nurrahman
Ugw6Aro8b93GrjIUi4F4AaABAg,Widzst Prawira,2023-06-29 23:08:15+00:00,rakyat mau   muraah dicharge rumah kantor,Netral,Muhammad Agha Setya Pratama
UgzWpAfQfmRgNv4LXxZ4AaABAg,Khoirul Yakin,2023-06-29 13:41:01+00:00,perintah latah gas ikut bbg ikut esok baru hidrogen ikut hidrogen padahal infrastruktur isi ulang charge bbg stsiun minim dasar mental followers,,Muhammad Fawzan
UgzXKAC5rt-cRonsCl54AaABAg,JNTX,2023-06-29 12:34:18+00:00,harga ev mahal solusi perintah suruh guna non ev bayar mau pakai jalan ev wuling harga avanza mana punya size lebih besar fitur lebih banyak masuk akal pilih wuling hyundai ioniq harga pajero harga hybrid murah guna jalan bayar lalu pajak guna non ev bayar,netral,Mikhael Anrodin Simanjuntak
Ugyebin68hs8DZBctCp4AaABAg,rizky kusumo,2023-06-29 07:48:44+00:00,subsidi tepat kena orang duit kena orang miskin butuh duit   usah niru negara maju negara barat banyak mampu beli,negatif,Azzar Rizky
UgxyQmTqJu62gIpR7KJ4AaABAg,Saleem Alaidrus,2023-06-29 07:07:44+00:00,design kurang garang ganteng hampir kaya hai tayo isi dikit,negatif,Mulia Sahpira
UgyPUJF_9ukQxTlA0a94AaABAg,Chandra Gunawan,2023-06-29 06:25:52+00:00,bikin kelas avanza expander harga sama jtan banyak   alih besar airev harga an banyak     tarik,netral,Rizky Ridho Ramadhan
UgzbVxXt5bGHdgif8gR4AaABAg,zenx ch.,2023-06-29 05:50:04+00:00,mau banyak beli minimal stasiun charging udh sama kayak pom bensin waktu ngecas udh mnt sampe jam walaupun   subsidi ama pajak setandar tetap beli fasilitas efisiensi tara bensin,netral,Muhammad Totti Alfarabi
UgwYWUMSOPr46tILyIB4AaABAg,Herman The Prince Of Love,2023-06-29 05:40:20+00:00,inti cuma bos ku harga muahal harga daihatsu sigra muat tumpang jamin laku sisa gampang nyusul,,Raden Ayu Safira Aprilia Fatimah
Ugyl_4dyCA9aJb8yCO54AaABAg,Jony Chandra,2023-06-29 03:44:20+00:00,harga mahal rusak buang,negatif,Ade Rocky Saputra
Ugx_Zgg_64tCYrNE8Hx4AaABAg,AJISDOANK CF,2023-06-29 03:31:00+00:00,punya duit faktor bodoh,,Isabella Aisyah Yasmin
UgzAfvvmY4I7paSzIoZ4AaABAg,Agus Faisal,2023-06-29 03:10:30+00:00,dar curhatan guna kendara e bike brand nama indonesia tetap error rusa pakai normal spare part mahal   selalu ready e bike error tinggal angkut gotong motor gimana,netral,"Ramanda,md"
Ugzk1pCXVpD_EFkw6kt4AaABAg,Agung Kurniawan,2023-06-29 03:08:45+00:00,bentar mau tanya indonesia berapa sih toyota suzuki honda daihatsu rakyat mana maksud bikin   kelas khusus lcgc c hybrid minimal konsumsi bbm km liter ringan pajak laku,netral,Nur Aisyah Wahyuni
Ugx3kqxVgXnsttHYtnx4AaABAg,PANDI Kartini PANDI Kartini iii,2023-06-29 02:01:15+00:00,susah pas jalan jauh kalimantan kalimantan barat tambah charger habis gimana mau charger,negatif,Selvie
Ugz2zlIZf6wElycr2BF4AaABAg,Angga Budiono,2023-06-29 02:00:41+00:00,rakyat butuh makan bukan listik,negatif,Silvi Mutia
UgwdrLx5c0PEuD63jjR4AaABAg,The WakeUp Call,2023-06-29 01:28:48+00:00,masyarakat percaya jangan paksa paksa lebih baik riset jadi ful bbm kelapa sawit nanti masyarakat tawar pilih ice bbm baru bev value for moneynya lebih besar pilih masyarakat,,Bebin Paula
UgwW9UdKSoCAr2lX5b54AaABAg,Sekitar Semenit,2023-06-29 01:10:08+00:00,si muldoko ngomong apa sih beranta,netral,Putri Hasanah
UgwPipYh3oeulUb6bdV4AaABAg,ADITIYO MUKTI,2023-06-29 00:37:00+00:00,"kendara Electric Vehicle  sasar orang orang middle atas ,    perintah mau target middle bawah harga turun juta buah Electric Vehicle  terlalu mahal juta Electric Vehicle konvensional",netral,Aldo Kadafi
Ugxs-kw41EtLMd7W6ax4AaABAg,Marlina Sibarani,2023-06-28 15:46:39+00:00,pesawat pakai pertamina,negatif,Relin Pramudiya
Ugx7yXJA03AtCLRsROl4AaABAg,apipah parawansah,2023-06-28 14:05:31+00:00,hidup rakyat susah perintah suruh beli motor untung bentar ganti presiden menteri,Negatif,Andreas
UgzucDn9Zykw0bRmRHl4AaABAg,Nur cholis Sotyadi,2023-06-28 12:52:12+00:00,indonesia sebagai tempat buang produk cina bodoh beli   pabrik buat indonesia bukan hanya keder import barang   laku,negatif,Januar Firnando
UgxcKiiVtP41b1HDytt4AaABAg,Andi Wiyana,2023-06-28 11:39:38+00:00,harga misal jt kn lumayan mahal terus   baterai rusak n beli baru an juta yak,netral,Vincentius Hansel Irsansaputra
Ugzs4OW0FVkpQTrrWRl4AaABAg,Pesona Cilebut,2023-06-28 10:03:36+00:00,bijak ngawur bahan bakar monopoli perintah harga naik mau kuasa,negatif,Vincent
UgxW1gqy2D4WzKYHXot4AaABAg,Tbob Channel,2023-06-28 08:22:19+00:00,padahal bagus mahal banget atur juta bagus hampir ratus juta mungil banget harga hrv mending beli hrv kecil kaya upil,negatif,Viky Hendriko
UgxqXmFi131tgoyog554AaABAg,Agus Flanita,2023-06-28 07:20:16+00:00,orang sendiri suka terganggu suara motor seng br br br stutu tuutu nging nging dot doot guoo,negatif,Michelle Graciela
UgwhzG9s1LcQlIWbz014AaABAg,T Maxdiningrat,2023-06-28 05:19:06+00:00,ev sangat bahaya tiba bakar tanda api sangat sulit padam pikir x alih ev,negatif,Candra
UgzyqjsVc-nRLO353r14AaABAg,haris budiman,2023-06-28 01:27:17+00:00,harus perintah tau diri   semua rakyat mampu beli terus cas susah   rumah harusnya ekonomi rakyat dulu   pikir khusus rakyat kecil hasil bawah umr,negatif,Albertus Dwi Andhika Putra D.
Ugwdu2HN2vtIB4pSdid4AaABAg,maz ard,2023-06-28 00:39:35+00:00,ev bukan ganti kendara bahan bakar minyak,positif,Fernando
UgzgBB1tMZdx5XSwJ-B4AaABAg,Rakyat Jelata,2023-06-28 00:28:53+00:00,masyarakat mau kok paksa bodoh,,Jendraja Husin Kotan
UgwcOVVe8Wp7Q_vQpRJ4AaABAg,TOBITO,2023-06-28 00:25:58+00:00,perintah   pernah serius   bangun   lanjut,netral,Billy Franko
UgwI40vhvSl5e7YMqHN4AaABAg,Chawie art,2023-06-27 14:24:57+00:00,rakyat mau gratis makan koruptor,netral,Kelvin William Chandra
UgymyTX1BT8Tiglv2SR4AaABAg,eka nova,2023-06-27 10:25:06+00:00,ngeri paksa hendak untung oknum kait bahaya bila baterai bakar padam dengan madam biasa sampah baterai bahaya buat lingkung salah satu bijak kocak,negatif,Nicholas
UgyIC4R6EEIRHj8nKCJ4AaABAg,Rama Pradiantoro,2023-06-27 07:36:13+00:00,mahal lengkap msh batas siapa   mw beli,negatif,Reza Dwi Restiyan
Ugxvuc7uK0mAh5wLyWR4AaABAg,leni fita,2023-06-27 06:46:45+00:00,mimpi les nge charge   per jam bbm polusi mana mungkin polusi hilang   mungkin laku keras dah itu ev mau murah  malas  beli mendingan beli bbm biasa,negatif,Nicholas Wilyanto
UgxFhkXPd12XBhc923J4AaABAg,Saputro Joyo,2023-06-27 05:52:15+00:00,buat angkut umum ajah lebih kurang kendaraan jalan kurang macet,positif,Muhammad Mauladi
Ugw_UhMw7KLabcU53i94AaABAg,RIKI,2023-06-27 05:01:12+00:00,jarak sih   bikin orang milih bensin orang indo klau beli bukan cuman buat kota luar kota,,Dinda Putri Ayu
UgzjUCpNmi8tETMFbTt4AaABAg,Arnold Sitohang,2023-06-27 01:19:19+00:00,coba jakarta rame karena alesan ganjil genap kena trus banyak ev charging gratis,netral,Wesley Maximilliano
UgzvYjJX6EWmPXIQK7R4AaABAg,Febiyanda Aris,2023-06-26 22:28:35+00:00,masuk wuling bingo lini depan byd bawah juta boom problem solve,positif,Dep` Niel Sinaga
UgwrbdWh0iein7Ou8414AaABAg,Dangdut Mania Channel,2023-06-26 12:30:21+00:00,masyarakat kecil mana beli,Netral,Muhammad Anugrah Hakiki
UgyjTKKTMAoLuRJ-cYh4AaABAg,Nur Rohman,2023-06-26 11:48:47+00:00,subsidi tepat mnurut dapat lebih baik dipake   pupuk subsidi solar nelayan,Positif,Muhammad Alif Fahlevhi
UgxuJsM_CvZvr5fJqcd4AaABAg,ARFA PLAY,2023-06-26 10:48:18+00:00,motor mahal walapun udh subsidi perintah hargnya kyk matic   msh atas juta   atas mgkn   hargnya bas juta bsa lh beli,Netral,Veldy Piscessara
Ugz_LCjLLh6Z4QOM3eZ4AaABAg,Software Science,2023-06-26 08:53:31+00:00,charging station tetap dikit tak laku,Netral,Rikky
UgxEBmP0mUGaBEK2eJF4AaABAg,Trdnew,2023-06-26 07:27:51+00:00,orang kaya mikir beli contoh beli hyundai ioniq   harga segitu   dapat pajero fortuner biji puluh agya ayla avanza xenia jaz sparepart sedia banyak jangkau harga jual punya   lebih mahal bensin masalah baterai spareparts dulu     jamin long life produk gagal deh mending bikin tenaga air   energi gratis tinggal ambil air kran,negatif,Putra Ganda Dewata
Ugx3Jjg1D8uzqP1MvLd4AaABAg,Adi Freeuse,2023-06-26 01:59:29+00:00,masalah   atas aftersales indo   sekarang   masalah ngawur buat kendara rusak charger   butuh daya wat   besar jalan banjir macet jam monopoli   kaya beri modal belakang,Negatif,Wahyu Aji Nurrahman
UgwYAe9aqzUJH4wTuwV4AaABAg,Jeffry Joris,2023-06-25 23:56:00+00:00,rakyat butuh transportasi umum massal nyaman aman bukan kendara pribadi mahal,Netral,Muhammad Agha Setya Pratama
UgzQCAb7KEAB-UQ_Fi14AaABAg,Herry Yanuar,2023-06-25 17:03:41+00:00,mahal woi,,Muhammad Fawzan
UgzNrxGV7_fOof0k9uZ4AaABAg,Nurholis Syukron,2023-06-25 14:06:07+00:00,kaya subsidi,Negatif,Mikhael Anrodin Simanjuntak
UgwAiTjLX9q08TAqcIF4AaABAg,TMC Video,2023-06-25 09:53:53+00:00,benar  toyota   jebak ev lebih hibrid toyota mikir jauh depan ev   ganti baterai harga baru limbah baterai siapa olah ngomongin ev jadi dulu tahun an awal motor speda pernah booming hilang urus baterai mahal jangan latah evan nikel lebih langka banding minyak bumi minyak bumi ganti biofuel alternatif sparepart banyak tenaga teknis penting emisi hasil rendah ngisi ev pake pln pln emisi,negatif,Azzar Rizky
UgxonU4d19eQdZ3c4P94AaABAg,kopiah nyangkut kail,2023-06-25 07:40:42+00:00,indonesia   bos bahan bakar msih main   terima kalah,negatif,Mulia Sahpira
UgwGSkEEWUAIe4iA0P54AaABAg,"Hi, 1626",2023-06-25 07:37:37+00:00,statement miris jual ev ngebandingin nilai jual konvensional krg tepat sebut   misal ranah otomotif   baru perlu sesuai bagai narasi   buruk kondisi sungguh entah apa tuju lebih tepat   misal nampilin tabel growth jual awal kenal simpul akhir tolak belakang berita,negatif,Rizky Ridho Ramadhan
UgwgFpCKtn-17Cm374N4AaABAg,Ballot Holder Gaming,2023-06-25 07:33:15+00:00,kendara panel surya gaperlu ngecas ngisi bahan bakar tinggal jemur   buat chas kendara auto laku pertamina bangkrut,positif,Muhammad Totti Alfarabi
Ugx06E4N4q48k_Q3m4p4AaABAg,MATA FILM,2023-06-25 02:40:33+00:00,makanya perintah   mau ngasih subsidi motor jangan pilih kt rakyat  jangan  beda beda,,Raden Ayu Safira Aprilia Fatimah
UgzxXKhJbjOA6BaYUF14AaABAg,Paper House,2023-06-24 20:33:37+00:00,simple   sih harga mahal murah justru   worth beli,positif,Ade Rocky Saputra
UgxVlQHqcecMRxPCCBd4AaABAg,Basketball Legend,2023-06-24 14:13:55+00:00,banyak cerita baik dulu charging station kait infrastruktur   gtu harga mahal banget,,Isabella Aisyah Yasmin
Ugz2g0VtPULbz18erHh4AaABAg,syamsurrahman Hidayat,2023-06-24 13:45:59+00:00,soal utama it harga mahal model aneh kurang tarik,negatif,"Ramanda,md"
Ugxsk2UWsJTITsP94Fd4AaABAg,Teddy Setiadi,2023-06-24 11:58:35+00:00,jt brio ev bnyk   beli   jt bentuk kaya karimun ogah,negatif,Nur Aisyah Wahyuni
Ugy-HFXiMnuCwtHy_st4AaABAg,sun,2023-06-24 11:21:23+00:00,habis baterai kota kecil gimana cara isi baterai,negatif,Selvie
UgwS-qwOnhhlH5s3paN4AaABAg,Mgs. hadi Yunus,2023-06-24 11:05:59+00:00,harga sama kek brio   beli,negatif,Silvi Mutia
UgyAz0k8V_SSL9EUv0t4AaABAg,Mustafa Azmi,2023-06-24 07:54:02+00:00,konyol statementnya bilang tinggal energi batubara batubara orang punya sekarang megang nikel indonesia,,Bebin Paula
UgyQ-Xq5mOdc6Nuzotp4AaABAg,Ilham Yanuar,2023-06-24 03:39:53+00:00,ngeliat banyak orang miskin   hidup usaha kaya indo beli bekas     bangga suruh beli baru harga miliar,Negatif,Putri Hasanah
UgzECuty3tBa8Yl0mJt4AaABAg,Face 2 Face,2023-06-24 02:26:24+00:00,harga mobilnya negara asal banding harga indonesia gap banyak banget berkali lipat padahal bangun pabrik indonesia rakit produksi indonesia selisih banyak banget negara asal sama     ngebantu,negatif,Aldo Kadafi
UgxRq66-szcSa6rkEO94AaABAg,hu hu,2023-06-24 01:44:30+00:00,indonesia daerah banjir bahaya kendara motor cuci bakar kemarin,positif,Relin Pramudiya
UgyyQBwzbopZpM5JQCd4AaABAg,PORANG RIAU rokanhulu,2023-06-24 00:29:58+00:00,masyarakat dh pinter jangka tahun ganti batrey harga batreynya mahal gila lebih murah bongkar turun mesin minyak hitung,Negatif,Andreas
Ugw3vAtw6Xsp9_XVfSd4AaABAg,Kosmas S,2023-06-23 16:27:16+00:00,turut bukan kurang tahu masyarakat hitung kurang asumsi jalan km per tahun km per hari asumsi harga wuling air ev juta estimasi umur baterai tahun layak pakai x isi kwh x rb rb km tahun tahun juta estimasi harga baterai wuling tahun juta vs asumsi ice wuling confero juta bensin km liter x rb tahun juta tahun juta catat harga bensin top up ratio kmpl toleransi atas counter harga baterai anggap masuk akal asumsi atas beli lebih hemat juta per tahun capai bep butuh waktu tahun baru kata lebih hemat ice catat tidak tahu resiko ev new tech sulit pergi jarak jauh luar kota ukur lebih kecil baterai bekas apa turun efisiensi baterai sangat wajar masyarakat enggan migrasi,netral,Januar Firnando
UgyGIFvC7Sq9-MX4-3N4AaABAg,wahyu si ako,2023-06-23 12:05:55+00:00,jarang pake   make batreinya punya masa usia sebetunya makin hari makin rusak sedikit sedikit pakai lama konsumsi batrei kurang dikit dikit   pakai tiap hari rutin iya irit apa apa maka energi kemudian isi bom praktis,netral,Vincentius Hansel Irsansaputra
UgxYKOj_0iNkWgQy-Lt4AaABAg,Aton Aton,2023-06-23 07:43:11+00:00,orang indo suka diesel,negatif,Vincent
UgwqJd80le7w2WXarNd4AaABAg,Velnus,2023-06-23 07:22:18+00:00,bukan masyarakat mau ev cuma harga mahal banget,positif,Viky Hendriko
UgyrFyCK7B0CH9uZYcB4AaABAg,Binsa Sevho,2023-06-23 06:56:55+00:00,sumber mana  kok  kayak asal nyeplak   jelas batrai mahal masa pakai mesin repair durasi charge lama minta ampun   ban bocor bengkel pinggir jalan banyak sekali lemah ev kalian mau survey masyarakat tengah bawah bos kalian tahu electric vehicle tak laku,negatif,Michelle Graciela
